category,type,name,url,url_img,price,stock,manufacturer,flush,spec,housing,connection,size,material,IP,output_structure,voltage,output_type,adjust,distance,indicator,temperature
Индуктивные датчики,Индуктивный датчик,"И09-NC-AC-Z (Л63, Lкаб=5м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16566/,/static/main/img/ind_SKB/83d69974-ee6e-11e9-b979-f0795970fef5_04e3f079-ae49-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,5.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И26-NO-AC-Z (Л63, Lкаб=3,5м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/15421/,/static/main/img/ind_SKB/31890e32-0c2a-11e6-4b9f-f0795970fef5_d36d8698-ac00-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,10.0,Есть,-25...+75
Индуктивные датчики,Индуктивный преобразователь перемещения,"ИДА09-U-PNP-P-ПГ (Л63, НКУ)",https://skbind.ru/catalog/induktivnye_datchiki/s_analogovym_vykhodom_3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_15_30v/17502/,/static/main/img/ind_SKB/f5a05d8d-bad5-11ec-aeb2-9457a5547ba0_b7e83e7a-c171-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅18,Латунь,IP 68/ IP 65,PNP,15-30 [DC],Напряжение,Нет,10.0,Есть,+15...+35
Индуктивные датчики,Индуктивный преобразователь перемещения,SIA400-I/U-PNP-P (НКУ),https://skbind.ru/catalog/induktivnye_datchiki/s_analogovym_vykhodom_3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_15_30v/17506/,/static/main/img/ind_SKB/d41ce242-9e76-11ea-b981-f0795970fef5_961e0c9e-c209-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Прямоугольный,Разъём,40х40х115,Пластик,IP 67,PNP,15-30 [DC],Напряжение и ток,Нет,10.0,Есть,+15...+35
Индуктивные датчики,Индуктивный датчик,"И01-NC-AC-Z (12Х18Н10Т, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/15988/,/static/main/img/ind_SKB/42a66595-5974-11eb-aea6-9457a5547ba0_8a258c4c-acfe-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Нерж. сталь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И01-NO-AC-Z (12Х18Н10Т, Lкаб=5м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16237/,/static/main/img/ind_SKB/1b8d722e-9c45-11eb-aeab-9457a5547ba0_3b598daf-acff-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Нерж. сталь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И03-NC-AC-K-Z-HT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/15721/,/static/main/img/ind_SKB/ed9f74f4-0dfa-11eb-aea4-9457a5547ba0_02318dc8-ad06-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Клеммы,∅12,Латунь,IP 65,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,4.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"И03-NC-AC-Z-ПГ (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17125/,/static/main/img/ind_SKB/6af82d41-30c0-11ec-aeaf-9457a5547ba0_fd2b76fa-ad09-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,4.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И03-NC-AC-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17034/,/static/main/img/ind_SKB/286ef2d1-19c8-11ec-aeaf-9457a5547ba0_47d26afb-ad09-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,4.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И04-NO-AC-Z-ПГ (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17431/,/static/main/img/ind_SKB/5a881007-6233-11ec-aeb0-9457a5547ba0_1dcee27d-ad0d-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 68,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,4.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И04-NO-AC-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16419/,/static/main/img/ind_SKB/afd03316-d025-11eb-aeae-9457a5547ba0_6790455b-ad0c-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,4.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И09-NO-AC-Z-ВT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16580/,/static/main/img/ind_SKB/dd119699-0501-11ea-b979-f0795970fef5_5d8a47aa-ae52-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,5.0,Есть,-15...+105
Индуктивные датчики,Индуктивный датчик,И09-NO-AC-Z (12X18H10T),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/15381/,/static/main/img/ind_SKB/442bff12-27e2-11e6-2b9c-f0795970fef5_fd26ca8c-ae4f-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Нерж. сталь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,5.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И09-NO-AC-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16570/,/static/main/img/ind_SKB/c7263831-f715-11e9-b979-f0795970fef5_5c142452-ae51-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,5.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И09-NO-ACM-Z-HT (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17615/,/static/main/img/ind_SKB/SKBIND.png,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,5.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"И09-NO/NC-G-AC-Z (Л63, Lкаб=5м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16565/,/static/main/img/ind_SKB/6451cc04-ee6e-11e9-b979-f0795970fef5_02841e39-ae4c-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO и NC,Нет,5.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И10-NO-AC-Z-HT (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16041/,/static/main/img/ind_SKB/b3de136e-678c-11eb-aea6-9457a5547ba0_e1112d20-ae83-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,5.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"И10-NO-AC-Z-ПГ-HT (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16084/,/static/main/img/ind_SKB/e89c21d2-7366-11eb-aea9-9457a5547ba0_41da148e-ae86-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 68,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,5.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"И10-NO-AC-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16606/,/static/main/img/ind_SKB/7abaf5f1-43f1-11ea-b97e-f0795970fef5_b7cc0dcc-ae82-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,5.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И10-NO-AC-Z (Л63, Lкаб=5м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17433/,/static/main/img/ind_SKB/d5270a65-a37b-11ec-aeb2-9457a5547ba0_06eb0827-ae82-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Нерж. сталь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,5.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И10-NO-AC (Текаформ),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/15384/,/static/main/img/ind_SKB/c672bb18-27f7-11e6-2b9c-f0795970fef5_12f3db25-ae80-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Пластик,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,5.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И10-NO-ACM-Z-HT (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17459/,/static/main/img/ind_SKB/802dd815-a6a9-11ec-aeb2-9457a5547ba0_d404ef79-ae80-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,5.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"И11-NC-ACM-Z-HT (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17675/,/static/main/img/ind_SKB/SKBIND.png,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,8.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"И11-NC-ACM-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17639/,/static/main/img/ind_SKB/SKBIND.png,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,8.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И11-NO-AC-K-Z-HT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16654/,/static/main/img/ind_SKB/fef95aec-848d-11ea-b97f-f0795970fef5_a95b424e-ae99-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Клеммы,∅18,Латунь,IP 65,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,8.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,И11-NO-AC-Z-К (Л63),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/15388/,/static/main/img/ind_SKB/1e584152-28b3-11e6-2b9c-f0795970fef5_314f7dd6-af16-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Клеммы,∅18,Латунь,IP 65,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,8.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И11-NO-AC-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16553/,/static/main/img/ind_SKB/b78477ee-c7e3-11e9-b976-f0795970fef5_65f342e1-af12-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,8.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И11-NO-AC (Текаформ, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16145/,/static/main/img/ind_SKB/3bb826f8-8ad0-11eb-aeab-9457a5547ba0_351f03c5-ae95-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Пластик,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,8.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И11-NO-AC (Текаформ, Lкаб=5м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16065/,/static/main/img/ind_SKB/48c38280-6f53-11eb-aea9-9457a5547ba0_e6fba6a2-ae95-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Пластик,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,8.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И11-NO-ACM-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17638/,/static/main/img/ind_SKB/SKBIND.png,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,8.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И12-NO-AC-ПГ (Текаформ),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17435/,/static/main/img/ind_SKB/714820a7-a364-11ec-aeb2-9457a5547ba0_a445366e-af1a-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅18,Пластик,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,8.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И17-NO-AC-P (Текаформ),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/15406/,/static/main/img/ind_SKB/6d62e4d0-45d8-11e7-2c94-f0795970fef5_0693d4c6-af21-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅22,Пластик,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,7.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И17-NO-ACM-Z-ПГ (Л63),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17462/,/static/main/img/ind_SKB/c5aa16b9-a9c4-11ec-aeb2-9457a5547ba0_ba0f29d4-af20-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅22,Латунь,IP 68,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,7.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И20-NO-ACM-Z (Д16Т),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17443/,/static/main/img/ind_SKB/f26e117e-988c-11ec-aeb2-9457a5547ba0_0955c40d-af26-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅22,Латунь,IP 67,Двухпроводный датчик,20-310 [DC] / 20-250 [AC],NO,Нет,10.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И25-NO-AC-Z-HT (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16659/,/static/main/img/ind_SKB/ca8c84c8-8a00-11ea-b97f-f0795970fef5_5a75a09f-af3a-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,10.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,И25-NO-ACM-Z (Л63),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17448/,/static/main/img/ind_SKB/9ffce3fa-aa62-11ec-aeb2-9457a5547ba0_07bcc5f5-af37-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,10.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И26-NC-AC-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16661/,/static/main/img/ind_SKB/863e8bb0-8a01-11ea-b97f-f0795970fef5_f6d57b5b-af3b-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,10.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И26-NO-AC-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16178/,/static/main/img/ind_SKB/081f05a6-910e-11eb-aeab-9457a5547ba0_096d9cf5-af41-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,10.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И26-NO/NC-G-AC (Л63),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/15466/,/static/main/img/ind_SKB/030d85bc-e0ac-11e7-838a-f0795970fef5_11c9d5c6-af3e-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO и NC,Нет,10.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И27-NC-AC (Текаформ),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/15477/,/static/main/img/ind_SKB/596c1dfa-29d5-11e9-8c4d-7085c2642fb3_5b5d9573-af62-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Пластик,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,15.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И27-NO-ACM-K-Z-HT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17453/,/static/main/img/ind_SKB/60c90d77-af11-11ec-aeb2-9457a5547ba0_8305306c-b0bc-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Клеммы,∅30,Латунь,IP 65,Двухпроводный датчик,20-250 [DC] / 20-250 [AC],NO,Нет,15.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"И28-NC-AC (Текаформ, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17436/,/static/main/img/ind_SKB/92a9dea9-72cb-11ec-aeb0-9457a5547ba0_2a669fe8-afd8-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Пластик,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,15.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И28-NC-ACM-Z-HT (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17445/,/static/main/img/ind_SKB/6f8111a3-9ab5-11ec-aeb2-9457a5547ba0_3280e441-afda-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,15.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"И28-NC-ACM-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17438/,/static/main/img/ind_SKB/8819c55b-9ab5-11ec-aeb2-9457a5547ba0_e82eef76-afd9-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NC,Нет,15.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И28-NO-AC-Z-HT (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16047/,/static/main/img/ind_SKB/886d0a84-6abf-11eb-aea6-9457a5547ba0_c765b273-afdc-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,15.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,И28-NO-AC-Z-HT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16636/,/static/main/img/ind_SKB/846053a1-77ba-11ea-b97f-f0795970fef5_647b17e8-afdc-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,15.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"И28-NO-AC-Z (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/16660/,/static/main/img/ind_SKB/548b0480-8a01-11ea-b97f-f0795970fef5_25f984b3-b0a0-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,15.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"И28-NO-ACM-Z-HT (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/na_peremennoe_20_250v_postoyannoe_napryazhenie_30_250v_1/17444/,/static/main/img/ind_SKB/1618c392-9ab5-11ec-aeb2-9457a5547ba0_fe0d8f5d-afd8-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅30,Латунь,IP 67,Двухпроводный датчик,30-250 [DC] / 20-250 [AC],NO,Нет,15.0,Есть,-45...+65
