category,type,name,url,url_img,price,stock,manufacturer,flush,spec,housing,connection,size,material,IP,output_structure,voltage,output_type,adjust,distance,indicator,temperature
Индуктивные датчики,Индуктивный датчик,SNI 38-25-PL-P12 ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/15495/,/static/main/img/ind_SKB/ba8e6440-8e6c-11e8-9e99-f0795970fef5_f524aa79-cc23-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Разъём,72х60х40,Пластик,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,25.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,SNI 40-50-PL ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16841/,/static/main/img/ind_SKB/5e1ec912-ca4b-11e5-d38e-f0795970fef5_4a93ab62-cc29-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Кабель,80x80x40,Пластик,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,50.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,SNI 40-50-PL-HT ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16664/,/static/main/img/ind_SKB/15aa7089-911c-11ea-b981-f0795970fef5_3f5271fc-cc2a-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Кабель,80x80x40,Пластик,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,50.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,SNI 40-50-PL-K-HT ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/15369/,/static/main/img/ind_SKB/1e9ba54c-01be-11e8-1d84-f0795970fef5_1af42bcd-cc2c-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Клеммы,113x80x30,Пластик,IP 65,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,50.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,SNI 40-50-PL-P12 ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16506/,/static/main/img/ind_SKB/e2d461aa-5cef-11e9-b976-f0795970fef5_54c9dc73-cc2c-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Разъём,92x80x40,Пластик,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,50.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,SNI 40-50-PL-P12-HT ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/15423/,/static/main/img/ind_SKB/83af32fc-de5c-11e8-4c82-f0795970fef5_8a44051d-cc2c-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Разъём,92x80x40,Пластик,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,50.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,SNI 400-20-PL-BT ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/15416/,/static/main/img/ind_SKB/36ef4ea2-d0fb-11e8-4380-f0795970fef5_117bf68b-cc25-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Кабель,40х40х130,Пластик,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,20.0,Есть,-15...+105
Индуктивные датчики,Индуктивный датчик,SNI 400-20-PL-HT ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/15490/,/static/main/img/ind_SKB/bc64fd7c-e19d-11e8-9986-f0795970fef5_67c7eebb-cc25-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Кабель,40х40х130,Пластик,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,20.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,SNI 400-20-PL-K-HT ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16494/,/static/main/img/ind_SKB/cf2c1c0a-3f36-11e9-b976-f0795970fef5_77fab903-cc26-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Клеммы,40х40х130,Пластик,IP 65,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,20.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,SNI 400-20-PL-P12 ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16512/,/static/main/img/ind_SKB/375fc62e-7090-11e9-b976-f0795970fef5_fd808bc6-cc27-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Разъём,40х40х130,Пластик,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,20.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"SNI 42-3,5-L-2 ",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16862/,/static/main/img/ind_SKB/40663efa-b1cf-11e8-f190-f0795970fef5_e75e29c6-820a-11ea-b97f-f0795970fef5.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅14,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,3.5,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,SNI 428S-5-TF-PG ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/15445/,/static/main/img/ind_SKB/be854fc6-7114-11e7-6688-f0795970fef5_e75e29c7-820a-11ea-b97f-f0795970fef5.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅14,Пластик,IP 68,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,5.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,SNI 49-7-D ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16842/,/static/main/img/ind_SKB/5e25415c-ca4b-11e5-d38e-f0795970fef5_e75e29c8-820a-11ea-b97f-f0795970fef5.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅24,Алюминий,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,7.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,SNI 49-7-L-HT2 ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16603/,/static/main/img/ind_SKB/854ea836-433a-11ea-b97e-f0795970fef5_e75e29c9-820a-11ea-b97f-f0795970fef5.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅24,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,7.0,Есть,-55...+65
Индуктивные датчики,Индуктивный датчик,SNI 52-20-D-P12 ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16501/,/static/main/img/ind_SKB/2943542d-4bb3-11e9-b976-f0795970fef5_e75e29ca-820a-11ea-b97f-f0795970fef5.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Разъём,∅36,Алюминий,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,20.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,SNI 53-20-L-4-PG-HT ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16716/,/static/main/img/ind_SKB/2f0c1c61-c296-11ea-b981-f0795970fef5_3c78c43d-cc31-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅36,Латунь,IP 68,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,20.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,SNI 70-25-PL-K-HT ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/17588/,/static/main/img/ind_SKB/5295968c-c460-11e7-8c85-f0795970fef5_7c2960cf-cc3d-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Клеммы,70х147х58,Пластик,IP 67/ IP 65,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,25.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,SNI 70-25-PL-K-PG-HT ,https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16502/,/static/main/img/ind_SKB/4aa12d3a-4c6f-11e9-b976-f0795970fef5_47dc2902-0008-11ec-aeaf-9457a5547ba0.png,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Прямоугольный,Клеммы,70х190х58,Пластик,IP 68,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,25.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"SNI 82-2,5-L ",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16612/,/static/main/img/ind_SKB/b425c3fe-4c95-11ea-b97e-f0795970fef5_fa98050f-cc3b-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,2.5,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"SNI 83-1,5-L-5 (НКУ)",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16496/,/static/main/img/ind_SKB/482d3fd1-43c7-11e9-b976-f0795970fef5_0bd3a02d-cc51-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,1.5,Есть,+15...+35
Индуктивные датчики,Индуктивный датчик,"SNI 84-2,5-L (НКУ)",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16593/,/static/main/img/ind_SKB/2ea6b99b-17dc-11ea-b97c-f0795970fef5_a1b1111d-cc53-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,2.5,Есть,+15...+35
Индуктивные датчики,Индуктивный датчик,"SNI 85-2,5-L ",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16669/,/static/main/img/ind_SKB/1edb4586-9f3f-11ea-b981-f0795970fef5_48eedbf0-cceb-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,2.5,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"SNI 85-2,5-L-HT ",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16583/,/static/main/img/ind_SKB/f2030bb5-05f0-11ea-b979-f0795970fef5_1fa91c83-ccee-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,2.5,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,"SNI 85-2,5-L (кабель МБС)",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16624/,/static/main/img/ind_SKB/952f61fe-6388-11ea-b97f-f0795970fef5_c0f7cca3-cced-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,2.5,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"SNI 85-2,5-S ",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/16498/,/static/main/img/ind_SKB/316162b6-46dc-11e9-b976-f0795970fef5_63c00ad9-ccee-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Нерж. сталь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,2.5,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"SNI 86-2,5-L-3 ",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/15515/,/static/main/img/ind_SKB/c09d7166-f873-11e8-ae9b-f0795970fef5_b32aa062-ccef-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Не встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,2.5,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"SNI 87-1,5-L ",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/15414/,/static/main/img/ind_SKB/0aa88970-e72c-11e8-3d8e-f0795970fef5_782f79b1-ccf0-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,1.5,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"SNI 87-1,5-L-15 ",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/15457/,/static/main/img/ind_SKB/48c9ed64-18a7-11e9-7481-f0795970fef5_d4cfb279-ccf0-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,1.5,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"SNI 87-1,5-L-5 ",https://skbind.ru/catalog/induktivnye_datchiki/standarta_namur_2/15456/,/static/main/img/ind_SKB/e1328cce-18a6-11e9-7481-f0795970fef5_ff5e6994-ccf0-11ec-aeb2-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Во взрывоопасных зонах (NAMUR),Цилиндрический с резьбой,Кабель,∅8,Латунь,IP 67,NPN,"7,7-9,0 [DC] (NAMUR)",NC,Нет,1.5,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,"ИВ09-NO-PNP-P-ПГ-HT-Y10 (Л63, без проточки)",https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/17592/,/static/main/img/ind_SKB/SKBIND.png,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅18,Латунь,IP 68,PNP,10-30 [DC],NO,Нет,8.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,И01-NC-NPN-P (Д16Т),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/12203/,/static/main/img/ind_SKB/4d46632c-a1e8-11e7-5784-f0795970fef5_eb6fb167-7e73-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅12,Алюминий,IP 67,NPN,10-30 [DC],NC,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NC-NPN (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/14254/,/static/main/img/ind_SKB/2405dcb2-ad74-11e7-cf9f-f0795970fef5_e37e8ab9-7906-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,NPN,10-30 [DC],NC,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NC-PNP-BT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/17799/,/static/main/img/ind_SKB/SKBIND.png,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,PNP,10-30 [DC],NC,Нет,2.0,Есть,-15...+105
Индуктивные датчики,Индуктивный датчик,И01-NC-PNP-HT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/11527/,/static/main/img/ind_SKB/f22be6fe-6935-11e8-0e99-f0795970fef5_560d5a1d-7e82-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,PNP,10-30 [DC],NC,Нет,2.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,И01-NC-PNP-P (Д16Т),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/14408/,/static/main/img/ind_SKB/4f409394-ca4b-11e5-d38e-f0795970fef5_1af80666-7cd1-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅12,Алюминий,IP 67,PNP,10-30 [DC],NC,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NC-PNP-P (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/12398/,/static/main/img/ind_SKB/5d899d92-c7c3-11e8-7194-f0795970fef5_12917c58-7cd1-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅12,Латунь,IP 65,PNP,10-30 [DC],NC,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NC-PNP (Д16Т),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/11698/,/static/main/img/ind_SKB/93df347c-27e0-11e6-2b9c-f0795970fef5_689d0a73-7903-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Алюминий,IP 67,PNP,10-30 [DC],NC,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NC-PNP (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/11518/,/static/main/img/ind_SKB/149fdfee-04e8-11e9-0a8e-f0795970fef5_5b552eb9-7903-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,PNP,10-30 [DC],NC,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NO-NPN-BT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/17796/,/static/main/img/ind_SKB/SKBIND.png,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,NPN,10-30 [DC],NO,Нет,2.0,Есть,-15...+105
Индуктивные датчики,Индуктивный датчик,И01-NO-NPN-K (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/14415/,/static/main/img/ind_SKB/4f4fd41c-ca4b-11e5-d38e-f0795970fef5_7289fd59-7907-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Клеммы,∅12,Латунь,IP 65,NPN,10-30 [DC],NO,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NO-NPN-P (12X18H10T),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/17775/,/static/main/img/ind_SKB/SKBIND.png,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅12,Нерж. сталь,IP 65,NPN,10-30 [DC],NO,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NO-NPN-P (Д16Т),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/11690/,/static/main/img/ind_SKB/969f5066-2731-11e6-2b9c-f0795970fef5_47fadb7d-7cd1-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅12,Алюминий,IP 67,NPN,10-30 [DC],NO,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NO-NPN-P (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/12319/,/static/main/img/ind_SKB/78f2472c-c085-11e8-6b82-f0795970fef5_418b60ea-7cd1-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅12,Латунь,IP 65,NPN,10-30 [DC],NO,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NO-NPN-ПГ (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/11974/,/static/main/img/ind_SKB/53d5de54-fd08-11e7-3599-f0795970fef5_04a943a1-7e83-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 68,NPN,10-30 [DC],NO,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NO-NPN (Д16Т),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/12008/,/static/main/img/ind_SKB/a3b80232-2300-11e6-428e-f0795970fef5_a619f592-7906-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Алюминий,IP 67,NPN,10-30 [DC],NO,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NO-NPN (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/14414/,/static/main/img/ind_SKB/4f4eb744-ca4b-11e5-d38e-f0795970fef5_8760598c-7906-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,NPN,10-30 [DC],NO,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NO-PNP-BT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/15054/,/static/main/img/ind_SKB/9d7e89c2-5efe-11e8-f195-f0795970fef5_a086e1f6-7e84-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,PNP,10-30 [DC],NO,Нет,2.0,Есть,-15...+105
Индуктивные датчики,Индуктивный датчик,"И01-NO-PNP-HT (Л63, Lкаб=2м)",https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/15660/,/static/main/img/ind_SKB/cb573876-0235-11eb-aea4-9457a5547ba0_d399e747-7e84-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,PNP,10-30 [DC],NO,Нет,2.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,И01-NO-PNP-HT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/12317/,/static/main/img/ind_SKB/9c70fffe-e713-11e8-6882-f0795970fef5_ed57ccb9-7e84-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Кабель,∅12,Латунь,IP 67,PNP,10-30 [DC],NO,Нет,2.0,Есть,-45...+65
Индуктивные датчики,Индуктивный датчик,И01-NO-PNP-K (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/14417/,/static/main/img/ind_SKB/4f5318e8-ca4b-11e5-d38e-f0795970fef5_1d88d1d0-7907-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Клеммы,∅12,Латунь,IP 65,PNP,10-30 [DC],NO,Нет,2.0,Есть,-25...+75
Индуктивные датчики,Индуктивный датчик,И01-NO-PNP-P-BT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/17726/,/static/main/img/ind_SKB/SKBIND.png,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅12,Латунь,IP 65,PNP,10-30 [DC],NO,Нет,2.0,Есть,-15...+105
Индуктивные датчики,Индуктивный датчик,И01-NO-PNP-P-HT (Л63),https://skbind.ru/catalog/induktivnye_datchiki/3_kh_4_kh_provodnye_na_postoyannoe_napryazhenie_10_30v_1/14237/,/static/main/img/ind_SKB/ce2117e2-0577-11e8-cb80-f0795970fef5_34f3d75e-7e85-11ec-aeb0-9457a5547ba0.jpg,999999.0,,СКБ Индукция,Встраиваемый,Общее применение,Цилиндрический с резьбой,Разъём,∅12,Латунь,IP 65,PNP,10-30 [DC],NO,Нет,2.0,Есть,-45...+65
